1.000000000000000000e+00,6.005930000000000435e-01,8.268990000000000506e-01
1.000000000000000000e+00,7.418320000000000469e-01,6.000149999999999650e-01
1.000000000000000000e+00,7.392109999999999514e-01,6.502949999999999564e-01
1.000000000000000000e+00,7.365119999999999445e-01,6.989370000000000305e-01
1.000000000000000000e+00,7.328670000000000462e-01,7.475190000000000445e-01
1.000000000000000000e+00,7.353309999999999569e-01,7.928749999999999964e-01
1.000000000000000000e+00,6.514999999999999680e-01,8.243019999999999792e-01
1.000000000000000000e+00,6.979739999999999833e-01,8.268630000000000146e-01
1.000000000000000000e+00,7.419559999999999489e-01,8.361600000000000144e-01
1.000000000000000000e+00,7.827380000000000448e-01,8.197219999999999507e-01
1.000000000000000000e+00,7.812280000000000335e-01,7.714579999999999771e-01
1.000000000000000000e+00,7.811270000000000158e-01,7.237179999999999724e-01
1.000000000000000000e+00,7.828789999999999916e-01,6.747830000000000217e-01
1.000000000000000000e+00,7.840200000000000502e-01,6.252290000000000347e-01
1.000000000000000000e+00,7.845400000000000151e-01,5.750319999999999876e-01
1.000000000000000000e+00,7.842219999999999747e-01,5.248260000000000147e-01
1.000000000000000000e+00,7.834729999999999750e-01,4.745969999999999911e-01
1.000000000000000000e+00,7.824100000000000499e-01,4.240680000000000005e-01
1.000000000000000000e+00,7.818789999999999907e-01,3.736869999999999914e-01
1.000000000000000000e+00,7.391199999999999992e-01,2.989589999999999748e-01
1.000000000000000000e+00,7.829840000000000133e-01,3.231749999999999901e-01
1.000000000000000000e+00,1.838009999999999922e-01,8.143129999999999535e-01
1.000000000000000000e+00,1.757120000000000071e-01,7.562999999999999723e-01
1.000000000000000000e+00,1.768480000000000052e-01,7.042220000000000146e-01
1.000000000000000000e+00,1.767700000000000105e-01,6.530110000000000081e-01
1.000000000000000000e+00,1.754159999999999886e-01,6.015580000000000371e-01
1.000000000000000000e+00,1.743220000000000047e-01,5.504850000000000021e-01
1.000000000000000000e+00,1.736890000000000100e-01,4.998079999999999745e-01
1.000000000000000000e+00,5.009909999999999641e-01,2.592929999999999957e-01
1.000000000000000000e+00,4.491490000000000204e-01,2.615770000000000040e-01
1.000000000000000000e+00,1.735899999999999943e-01,4.492059999999999942e-01
1.000000000000000000e+00,3.979969999999999897e-01,2.627700000000000036e-01
1.000000000000000000e+00,3.438399999999999790e-01,2.649039999999999728e-01
1.000000000000000000e+00,1.740279999999999883e-01,3.990670000000000051e-01
1.000000000000000000e+00,2.863749999999999907e-01,2.694170000000000176e-01
1.000000000000000000e+00,1.721570000000000045e-01,3.526520000000000210e-01
1.000000000000000000e+00,2.287210000000000076e-01,2.698459999999999748e-01
1.000000000000000000e+00,1.990220000000000045e-01,3.111200000000000077e-01
1.000000000000000000e+00,2.044410000000000116e-01,2.248199999999999921e-01
1.000000000000000000e+00,2.631220000000000225e-01,2.233439999999999870e-01
1.000000000000000000e+00,3.186320000000000263e-01,2.215270000000000017e-01
1.000000000000000000e+00,3.723730000000000095e-01,2.191510000000000125e-01
1.000000000000000000e+00,4.241539999999999755e-01,2.177459999999999951e-01
1.000000000000000000e+00,4.751960000000000073e-01,2.168779999999999875e-01
1.000000000000000000e+00,5.552219999999999933e-01,2.673240000000000061e-01
1.000000000000000000e+00,5.274849999999999817e-01,2.190290000000000015e-01
1.000000000000000000e+00,6.046650000000000080e-01,2.783149999999999791e-01
1.000000000000000000e+00,5.782739999999999547e-01,2.236269999999999925e-01
1.000000000000000000e+00,6.531209999999999516e-01,2.748789999999999845e-01
1.000000000000000000e+00,7.004240000000000466e-01,2.640179999999999749e-01
1.000000000000000000e+00,7.446040000000000436e-01,2.536189999999999833e-01
1.000000000000000000e+00,7.856819999999999915e-01,2.715060000000000251e-01
1.000000000000000000e+00,6.259540000000000104e-01,2.255129999999999912e-01
1.000000000000000000e+00,6.735689999999999733e-01,2.211140000000000050e-01
1.000000000000000000e+00,7.225829999999999753e-01,2.147900000000000087e-01
1.000000000000000000e+00,7.752240000000000242e-01,2.197409999999999919e-01
1.000000000000000000e+00,8.248170000000000224e-01,2.353260000000000074e-01
1.000000000000000000e+00,8.264899999999999469e-01,2.948279999999999790e-01
1.000000000000000000e+00,8.262730000000000352e-01,3.482230000000000047e-01
1.000000000000000000e+00,8.262289999999999912e-01,3.993499999999999828e-01
1.000000000000000000e+00,8.265190000000000037e-01,4.497160000000000046e-01
1.000000000000000000e+00,8.268870000000000386e-01,4.998949999999999783e-01
1.000000000000000000e+00,8.271779999999999688e-01,5.499589999999999756e-01
1.000000000000000000e+00,8.272990000000000066e-01,6.000520000000000298e-01
1.000000000000000000e+00,8.271830000000000016e-01,6.500289999999999679e-01
1.000000000000000000e+00,2.187729999999999952e-01,8.631860000000000088e-01
1.000000000000000000e+00,2.721160000000000245e-01,8.659440000000000470e-01
1.000000000000000000e+00,3.229529999999999901e-01,8.665549999999999642e-01
1.000000000000000000e+00,3.732489999999999974e-01,8.678190000000000071e-01
1.000000000000000000e+00,4.243029999999999857e-01,8.697859999999999481e-01
1.000000000000000000e+00,4.749169999999999781e-01,8.704300000000000370e-01
1.000000000000000000e+00,5.250970000000000359e-01,8.704349999999999588e-01
1.000000000000000000e+00,5.750999999999999446e-01,8.702710000000000168e-01
1.000000000000000000e+00,6.249919999999999920e-01,8.694150000000000489e-01
1.000000000000000000e+00,1.703510000000000024e-01,8.655000000000000471e-01
1.000000000000000000e+00,1.973769999999999969e-01,9.104780000000000095e-01
1.000000000000000000e+00,2.479899999999999882e-01,9.101740000000000386e-01
1.000000000000000000e+00,2.990880000000000205e-01,9.118969999999999576e-01
1.000000000000000000e+00,3.496549999999999936e-01,9.123609999999999776e-01
1.000000000000000000e+00,3.996930000000000205e-01,9.128870000000000040e-01
1.000000000000000000e+00,4.499170000000000114e-01,9.133790000000000520e-01
1.000000000000000000e+00,5.000029999999999752e-01,9.135269999999999779e-01
1.000000000000000000e+00,5.500220000000000109e-01,9.135100000000000442e-01
1.000000000000000000e+00,5.999419999999999753e-01,9.133419999999999872e-01
1.000000000000000000e+00,6.733959999999999946e-01,8.703699999999999770e-01
1.000000000000000000e+00,6.494790000000000285e-01,9.136680000000000357e-01
1.000000000000000000e+00,7.214450000000000029e-01,8.738270000000000204e-01
1.000000000000000000e+00,6.992359999999999687e-01,9.149479999999999835e-01
1.000000000000000000e+00,7.731179999999999719e-01,8.692879999999999496e-01
1.000000000000000000e+00,7.515129999999999866e-01,9.133029999999999760e-01
1.000000000000000000e+00,8.267299999999999649e-01,6.998699999999999921e-01
1.000000000000000000e+00,8.264559999999999684e-01,7.497080000000000410e-01
1.000000000000000000e+00,8.259999999999999565e-01,8.008669999999999956e-01
1.000000000000000000e+00,8.213669999999999582e-01,8.548430000000000195e-01
1.000000000000000000e+00,8.052369999999999806e-01,9.057129999999999903e-01
1.000000000000000000e+00,8.594829999999999970e-01,8.929700000000000415e-01
1.000000000000000000e+00,9.100470000000000503e-01,9.066239999999999855e-01
1.000000000000000000e+00,1.879399999999999959e-01,1.773990000000000011e-01
1.000000000000000000e+00,2.414779999999999982e-01,1.785740000000000105e-01
1.000000000000000000e+00,2.955030000000000157e-01,1.767509999999999915e-01
1.000000000000000000e+00,3.479320000000000190e-01,1.753020000000000134e-01
1.000000000000000000e+00,3.992609999999999770e-01,1.741910000000000125e-01
1.000000000000000000e+00,4.499279999999999946e-01,1.735990000000000033e-01
1.000000000000000000e+00,5.007589999999999542e-01,1.740569999999999895e-01
1.000000000000000000e+00,5.513489999999999780e-01,1.753989999999999994e-01
1.000000000000000000e+00,6.006759999999999877e-01,1.764280000000000015e-01
1.000000000000000000e+00,6.492550000000000265e-01,1.756119999999999903e-01
1.000000000000000000e+00,6.988980000000000192e-01,1.730959999999999999e-01
1.000000000000000000e+00,8.661929999999999907e-01,8.328860000000000152e-01
1.000000000000000000e+00,8.694749999999999979e-01,7.776579999999999604e-01
1.000000000000000000e+00,8.703279999999999905e-01,7.256230000000000180e-01
1.000000000000000000e+00,8.704629999999999868e-01,6.750850000000000461e-01
1.000000000000000000e+00,8.704319999999999835e-01,6.249670000000000503e-01
1.000000000000000000e+00,8.702919999999999545e-01,5.749630000000000019e-01
1.000000000000000000e+00,8.701449999999999463e-01,5.249709999999999654e-01
1.000000000000000000e+00,8.700259999999999661e-01,4.749700000000000033e-01
1.000000000000000000e+00,8.699160000000000226e-01,4.249149999999999872e-01
1.000000000000000000e+00,8.697859999999999481e-01,3.747360000000000135e-01
1.000000000000000000e+00,9.074689999999999701e-01,8.565720000000000001e-01
1.000000000000000000e+00,9.113299999999999734e-01,8.032909999999999773e-01
1.000000000000000000e+00,9.131519999999999637e-01,7.512079999999999869e-01
1.000000000000000000e+00,9.135750000000000259e-01,7.002490000000000103e-01
1.000000000000000000e+00,9.135980000000000212e-01,6.499690000000000190e-01
1.000000000000000000e+00,9.135109999999999619e-01,5.999459999999999793e-01
1.000000000000000000e+00,9.134259999999999602e-01,5.499709999999999877e-01
1.000000000000000000e+00,9.133750000000000480e-01,4.999979999999999980e-01
1.000000000000000000e+00,9.133539999999999992e-01,4.500160000000000271e-01
1.000000000000000000e+00,9.133179999999999632e-01,4.000110000000000054e-01
1.000000000000000000e+00,8.694159999999999666e-01,3.242220000000000102e-01
1.000000000000000000e+00,9.131930000000000325e-01,3.499120000000000008e-01
1.000000000000000000e+00,8.681480000000000308e-01,2.734940000000000149e-01
1.000000000000000000e+00,9.128870000000000040e-01,2.995590000000000197e-01
1.000000000000000000e+00,8.719909999999999606e-01,2.273489999999999955e-01
1.000000000000000000e+00,9.137319999999999887e-01,2.490439999999999876e-01
1.000000000000000000e+00,7.513349999999999751e-01,1.742539999999999922e-01
1.000000000000000000e+00,8.040429999999999522e-01,1.808109999999999995e-01
1.000000000000000000e+00,8.541260000000000518e-01,1.832280000000000020e-01
1.000000000000000000e+00,9.064480000000000315e-01,1.948590000000000044e-01
1.000000000000000000e+00,8.921670000000000433e-01,1.415150000000000019e-01
1.000000000000000000e+00,9.063360000000000305e-01,9.029560000000000364e-02
1.000000000000000000e+00,8.329170000000000185e-01,1.364489999999999870e-01
1.000000000000000000e+00,8.562710000000000043e-01,9.336709999999999454e-02
1.000000000000000000e+00,1.469910000000000105e-01,9.133029999999999760e-01
1.000000000000000000e+00,1.247790000000000010e-01,8.740529999999999688e-01
1.000000000000000000e+00,1.329279999999999906e-01,8.279980000000000118e-01
1.000000000000000000e+00,1.348290000000000044e-01,7.797870000000000079e-01
1.000000000000000000e+00,1.319130000000000025e-01,7.272809999999999553e-01
1.000000000000000000e+00,1.318010000000000015e-01,6.763169999999999460e-01
1.000000000000000000e+00,1.313829999999999998e-01,6.258409999999999807e-01
1.000000000000000000e+00,1.306559999999999944e-01,5.753970000000000473e-01
1.000000000000000000e+00,1.301100000000000034e-01,5.251240000000000352e-01
1.000000000000000000e+00,1.298219999999999930e-01,4.749399999999999733e-01
1.000000000000000000e+00,1.296980000000000077e-01,4.246759999999999979e-01
1.000000000000000000e+00,1.295000000000000040e-01,3.739700000000000246e-01
1.000000000000000000e+00,1.408300000000000107e-01,3.198489999999999944e-01
